Pavilion,Module,Item,Sub Item,Requirement,Technical Note,Role Description,Implementation Level,Verified,Urgent,Last Updated,Owner Team,Estimated Resolution Time,Operational Status
SOFA 2026 Pavilion E - Retail Corridor,Furniture Deployment,Stand readiness,Back wall,Update technical note for field team,Simulated note: no production source connected in this public dataset.,Operational audit analyst,Planned,No,No,2026-05-29T09:01,Technical Production,44 hours,At Risk
SOFA 2026 Pavilion F - Food Court,Access Control,Power drop mapping,Secondary aisle,Validate logistics dashboard record consistency,Simulated note: pending site confirmation with operations lead.,Field operations lead,Planned,No,No,2026-05-12T09:04,Venue Logistics,8 hours,Complete
SOFA 2026 Pavilion G - Auditorium,Electrical Layout,Floor plan validation,Main aisle,Document operational audit evidence,Simulated note: dependency requires module-level review.,Field operations lead,Verified,Yes,No,2026-05-31T10:41,Exhibitor Services,11 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Furniture Deployment,Power drop mapping,Main aisle,Document operational audit evidence,Simulated note: pending site confirmation with operations lead.,Operational audit analyst,In Progress,Yes,No,2026-06-09T08:49,Operations Control,7 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Electrical Layout,Floor plan validation,,Validate logistics dashboard record consistency,Simulated note: verification can proceed after handoff evidence.,Logistics support team,Planned,No,Yes,2026-04-21T08:23,Infrastructure,34 hours,At Risk
SOFA 2026 Pavilion C - Esports Arena,Electrical Layout,Cable protection,Public-facing desk,Update technical note for field team,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Verified,Yes,No,2026-06-07T12:51,Exhibitor Services,18 hours,Complete
SOFA 2026 Pavilion D - Maker Lab,Signal Routing,Floor plan validation,Storage corner,Document operational audit evidence,Simulated note: field observation added for audit traceability.,Logistics support team,Verified,Yes,Yes,2026-04-29T06:51,Safety Review,64 hours,Complete
SOFA 2026 Pavilion E - Retail Corridor,Furniture Deployment,Power drop mapping,Zone marker,Check verification workflow status,Simulated note: dependency requires module-level review.,Operational audit analyst,In Progress,Yes,No,2026-05-21T00:44,Safety Review,36 hours,Complete
SOFA 2026 Pavilion F - Food Court,Electrical Layout,Table and chair setup,Storage corner,Confirm implementation tracking milestone,Simulated note: verification can proceed after handoff evidence.,Field operations lead,Implemented,No,No,2026-05-04T07:40,Safety Review,13 hours,At Risk
SOFA 2026 Pavilion G - Auditorium,Electrical Layout,Emergency corridor clearance,Control point,Confirm implementation tracking milestone,Simulated note: no production source connected in this public dataset.,Operational audit analyst,Planned,No,No,2026-05-08T02:25,Operations Control,45 hours,At Risk
SOFA 2026 Pavilion A - Immersive Experiences,Signal Routing,Cable protection,Control point,Validate logistics dashboard record consistency,Simulated note: pending site confirmation with operations lead.,Logistics support team,Implemented,No,No,2026-04-22T20:34,Technical Production,53 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,,Cable protection,Storage corner,Document operational audit evidence,Simulated note: dependency requires module-level review.,Operational audit analyst,In Progress,No,No,2026-05-02T22:11,Safety Review,2 hours,Pending Verification
SOFA 2026 Pavilion C - Esports Arena,Signal Routing,Cable protection,Public-facing desk,Resolve urgent requirement before pavilion handoff,Simulated note: pending site confirmation with operations lead.,Field operations lead,In Progress,No,No,2026-05-10T01:03,Infrastructure,57 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Furniture Deployment,Cable protection,Control point,Validate logistics dashboard record consistency,Simulated note: pending site confirmation with operations lead.,Pavilion coordinator,Not Started,No,No,2026-05-13T15:46,Operations Control,68 hours,At Risk
SOFA 2026 Pavilion E - Retail Corridor,,Credential checkpoint,Control point,Confirm implementation tracking milestone,Simulated note: pending site confirmation with operations lead.,Field operations lead,In Progress,Yes,Yes,2026-04-17T13:54,Safety Review,20 hours,Complete
SOFA 2026 Pavilion F - Food Court,Safety Inspection,Operational briefing,Main aisle,Document operational audit evidence,Simulated note: pending site confirmation with operations lead.,Operational audit analyst,Planned,No,No,2026-05-20T07:51,Safety Review,36 hours,On Track
SOFA 2026 Pavilion G - Auditorium,Signal Routing,Operational briefing,,Check verification workflow status,Simulated note: pending site confirmation with operations lead.,Field operations lead,Planned,Yes,Yes,2026-05-31T22:28,Exhibitor Services,29 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Safety Inspection,Credential checkpoint,,Confirm implementation tracking milestone,Simulated note: dependency requires module-level review.,Implementation tracker,In Progress,No,No,2026-04-19T04:22,Infrastructure,11 hours,At Risk
SOFA 2026 Pavilion B - Artist Alley,Signal Routing,Operational briefing,Public-facing desk,Document operational audit evidence,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Implemented,No,No,2026-04-22T22:53,Technical Production,36 hours,On Track
SOFA 2026 Pavilion C - Esports Arena,Queue Management,Stand readiness,Control point,Check verification workflow status,Simulated note: dependency requires module-level review.,Verification reviewer,Not Started,No,No,2026-05-18T12:39,Safety Review,43 hours,Pending Verification
SOFA 2026 Pavilion D - Maker Lab,Safety Inspection,Equipment reception,,Update technical note for field team,Simulated note: verification can proceed after handoff evidence.,Verification reviewer,In Progress,No,No,2026-05-08T18:09,Operations Control,11 hours,At Risk
SOFA 2026 Pavilion E - Retail Corridor,Signal Routing,Operational briefing,Public-facing desk,Check verification workflow status,Simulated note: verification can proceed after handoff evidence.,Field operations lead,In Progress,No,No,2026-06-13T21:23,Operations Control,5 hours,On Track
SOFA 2026 Pavilion F - Food Court,Safety Inspection,Stand readiness,,Align role description with owner team,Simulated note: field observation added for audit traceability.,Pavilion coordinator,Implemented,No,No,2026-04-01T11:13,Exhibitor Services,5 hours,Blocked
SOFA 2026 Pavilion G - Auditorium,Queue Management,Operational briefing,Storage corner,Validate logistics dashboard record consistency,Simulated note: pending site confirmation with operations lead.,Pavilion coordinator,Verified,Yes,No,2026-05-14T04:49,Operations Control,16 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,Branding Installation,Stand readiness,Control point,Align role description with owner team,Simulated note: dependency requires module-level review.,Logistics support team,Implemented,No,No,2026-04-09T19:06,Venue Logistics,19 hours,On Track
SOFA 2026 Pavilion B - Artist Alley,Safety Inspection,Operational briefing,Public-facing desk,Confirm implementation tracking milestone,Simulated note: verification can proceed after handoff evidence.,Logistics support team,Implemented,No,No,2026-04-23T04:53,Technical Production,44 hours,Pending Verification
SOFA 2026 Pavilion C - Esports Arena,Safety Inspection,Operational briefing,Secondary aisle,Validate logistics dashboard record consistency,Simulated note: field observation added for audit traceability.,Logistics support team,Implemented,Yes,No,2026-05-20T04:36,Exhibitor Services,38 hours,Complete
SOFA 2026 Pavilion D - Maker Lab,Safety Inspection,Equipment reception,Storage corner,Align role description with owner team,Simulated note: verification can proceed after handoff evidence.,Logistics support team,In Progress,No,No,2026-06-14T16:38,Exhibitor Services,57 hours,On Track
SOFA 2026 Pavilion E - Retail Corridor,Branding Installation,Equipment reception,Storage corner,Document operational audit evidence,Simulated note: verification can proceed after handoff evidence.,Pavilion coordinator,Implemented,No,No,2026-05-26T10:33,Venue Logistics,46 hours,Complete
SOFA 2026 Pavilion F - Food Court,Queue Management,Stand readiness,Public-facing desk,Validate logistics dashboard record consistency,Simulated note: verification can proceed after handoff evidence.,Field operations lead,Planned,No,No,2026-05-07T13:26,Infrastructure,33 hours,At Risk
SOFA 2026 Pavilion G - Auditorium,Safety Inspection,Power drop mapping,Control point,Update technical note for field team,Simulated note: dependency requires module-level review.,Field operations lead,Implemented,No,No,2026-04-04T23:17,Technical Production,68 hours,On Track
SOFA 2026 Pavilion A - Immersive Experiences,Inventory Handoff,Table and chair setup,,Document operational audit evidence,Simulated note: verification can proceed after handoff evidence.,Pavilion coordinator,Implemented,Yes,Yes,2026-05-05T10:33,Safety Review,42 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Branding Installation,Floor plan validation,,Confirm implementation tracking milestone,Simulated note: field observation added for audit traceability.,Verification reviewer,Planned,No,No,2026-05-17T16:46,Safety Review,58 hours,Pending Verification
SOFA 2026 Pavilion C - Esports Arena,Inventory Handoff,Equipment reception,Zone marker,Confirm implementation tracking milestone,Simulated note: dependency requires module-level review.,Logistics support team,Verified,Yes,Yes,2026-05-20T20:18,Exhibitor Services,72 hours,Complete
SOFA 2026 Pavilion D - Maker Lab,Branding Installation,Power drop mapping,Control point,Validate logistics dashboard record consistency,Simulated note: field observation added for audit traceability.,Operational audit analyst,Implemented,No,No,2026-05-19T04:29,Technical Production,67 hours,Pending Verification
SOFA 2026 Pavilion E - Retail Corridor,Branding Installation,Cable protection,Secondary aisle,Align role description with owner team,Simulated note: field observation added for audit traceability.,Verification reviewer,Planned,No,No,2026-04-16T23:38,Safety Review,56 hours,Pending Verification
SOFA 2026 Pavilion F - Food Court,Queue Management,Table and chair setup,Control point,Align role description with owner team,Simulated note: dependency requires module-level review.,Pavilion coordinator,In Progress,No,No,2026-05-23T23:03,Safety Review,25 hours,On Track
SOFA 2026 Pavilion G - Auditorium,Branding Installation,Directional signage,Storage corner,Check verification workflow status,Simulated note: pending site confirmation with operations lead.,Implementation tracker,Verified,Yes,No,2026-05-05T00:57,Infrastructure,3 hours,Complete
SOFA 2026 Pavilion A - Immersive Experiences,,Emergency corridor clearance,Public-facing desk,Confirm implementation tracking milestone,Simulated note: field observation added for audit traceability.,Operational audit analyst,Not Started,Yes,Yes,2026-05-12T22:21,Safety Review,66 hours,Complete
SOFA 2026 Pavilion B - Artist Alley,Inventory Handoff,Directional signage,Back wall,Document operational audit evidence,Simulated note: dependency requires module-level review.,Operational audit analyst,In Progress,No,Yes,2026-05-21T02:57,Operations Control,63 hours,At Risk
SOFA 2026 Pavilion C - Esports Arena,Inventory Handoff,Cable protection,Control point,Review sparse hierarchy assignment,Simulated note: dependency requires module-level review.,Operational audit analyst,Implemented,No,No,2026-04-16T11:20,Safety Review,63 hours,On Track
SOFA 2026 Pavilion D - Maker Lab,Access Control,Cable protection,Zone marker,Review sparse hierarchy assignment,Simulated note: field observation added for audit traceability.,Pavilion coordinator,In Progress,No,No,2026-04-12T13:48,Infrastructure,24 hours,On Track
SOFA 2026 Pavilion E - Retail Corridor,Access Control,Emergency corridor clearance,Zone marker,Resolve urgent requirement before pavilion handoff,Simulated note: verification can proceed after handoff evidence.,Implementation tracker,Planned,No,No,2026-04-07T02:49,Operations Control,40 hours,On Track
